Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,643,666,632,718,696,757,711,777,742,814,792,891
Expenses,528,544,529,594,584,622,605,664,640,680,668,751
Operating Profit,115,122,103,124,112,134,106,113,102,134,124,140
OPM %,18,18,16,17,16,18,15,15,14,16,16,16
Other Income,8,6,12,5,-3,10,9,7,9,-4,-8,6
Interest,24,26,28,27,27,28,30,30,31,32,31,32
Depreciation,77,87,87,90,88,100,85,92,97,102,101,97
Profit before tax,21,14,1,12,-6,17,1,-2,-17,-3,-15,16
Tax %,29,30,-143,31,2,24,-237,-6,-23,43,-18,13
Net Profit,15,10,2,8,-6,13,2,-2,-13,-5,-13,14
EPS in Rs,0.48,0.32,0.08,0.27,-0.1,0.37,0.06,-0.06,-0.4,-0.15,-0.39,0.44
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,957,1194,1340,1020,1722,2266,2594,2882,3125,3239,,
Expenses,942,1155,1155,894,1417,1836,2132,2405,2652,2739,,
Operating Profit,15,39,186,125,305,430,462,477,474,501,,
OPM %,1.6,3.3,14,12,18,19,18,17,15,15,,
Other Income,2,9,-83,61,38,30,33,22,4,3,,
Interest,2,18,72,76,78,87,101,112,123,125,,
Depreciation,55,74,191,209,214,264,324,364,392,398,,
Profit before tax,-40,-44,-161,-99,51,108,70,23,-37,-19,,
Tax %,3,3,-1,1,11,-115,26,28,-14,—,,
Net Profit,-41,-45,-159,-100,46,233,52,17,-32,-16,,
EPS in Rs,-1.97,-2.07,-6.27,-3.73,1.46,7.35,1.66,0.6,-0.99,-0.5,,
Dividend Payout %,0,0,0,0,0,0,0,0,0,—,,
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,
---,---,---,---,---,---,---,---,---,---,,,
Equity Capital,42,43,50,53,64,64,64,64,64,,,
Reserves,436,429,474,427,944,1192,1275,1334,1326,,,
Borrowings,31,96,646,645,789,963,1164,1292,1417,,,
Other Liabilities,326,527,214,225,368,372,334,350,447,,,
Total Liabilities,834,1095,1384,1349,2165,2591,2837,3040,3255,,,
Fixed Assets,628,719,1161,1084,1390,1789,2178,2338,2569,,,
CWIP,16,21,21,30,33,56,68,57,60,,,
Investments,0,0,16,27,153,66,0,144,3,,,
Other Assets,190,355,186,208,590,679,591,501,622,,,
Total Assets,834,1095,1384,1349,2165,2591,2837,3040,3255,,,
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,
---,---,---,---,---,---,---,---,---,---,,,
Cash from Operating Activity,3,47,213,154,395,382,449,508,507,,,
Cash from Investing Activity,-54,-335,-2,-78,-692,-204,-187,-337,-233,,,
Cash from Financing Activity,19,281,-208,-52,313,-195,-213,-211,-260,,,
Net Cash Flow,-32,-7,3,25,16,-17,49,-39,14,,,
Free Cash Flow,-101,-128,72,81,110,-1,64,245,189,,,
CFO/OP,38,130,116,125,132,89,98,107,108,,,
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,
---,---,---,---,---,---,---,---,---,---,,,
Debtor Days,2,7,1,3,3,3,5,5,4,,,
Inventory Days,39,35,40,56,46,49,44,39,41,,,
Days Payable,128,106,110,170,138,107,104,98,104,,,
Cash Conversion Cycle,-87,-63,-69,-110,-89,-55,-55,-54,-59,,,
Working Capital Days,-101,-139,-42,-87,-56,-53,-35,-33,-32,,,
ROCE %,—,-5,1,-2,9,10,7,6,4,,,
