Item,Date,Document
,2026-09-08,[Announcement under Regulation 30 (LODR)-Appointment of Statutory Auditor/s](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=75e12dab-9311-48f0-bcce-27350574b2cf.pdf)
,2026-09-03,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=765a84d9-7d74-42a8-bef9-d1b036675950.pdf)
,2026-09-02,[Reg. 34 (1) Annual Report.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c3dc26c-f5fd-495d-b4d6-a4e1ec59ffe1.pdf)
,2026-09-02,[Announcement under Regulation 30 (LODR)-Meeting Updates](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a5fa3c24-768d-453b-93bf-dc6982dee941.pdf)
,2026-09-02,[Annual General Meeting To Be Held On September 25 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d997bb52-ce9b-4023-b33f-2006bd7a0a08.pdf)
,2026-09-02,[Book Closure For The Annual General Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0b2e6405-b11f-49c1-a702-c1b56f690cc9.pdf)
,2026-09-02,[Business Responsibility and Sustainability Reporting (BRSR)](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bb5f2bd7-bd58-4e58-ba18-56249a56160a.pdf)
,2026-08-18,[Announcement under Regulation 30 (LODR)-Credit Rating](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=438c7bf6-0342-4331-97e9-81f84df0b65d.pdf)
,2026-08-14,[Newspaper Publication - Special Window For Transfer And Registration/Updation Of E-Mail ID & KYC Details](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=56198bcc-3a5f-4cf4-931f-6b3672e42356.pdf)
,2026-08-11,[Board Meeting Outcome for Outcome Of Board Meeting Held On August 11 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=178875f6-ac10-49d2-a287-07003ea191e5.pdf)
,Date,Document
,---,---
,2026-08-11,[Financial Results For The Quarter Ended June 30 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8a12b3b5-b302-4f00-8e3c-1ddfa027aad5.pdf)
,2026-04-28,[Financial Results For The Period Ended March 31 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2e7189c0-185d-4b93-84bd-469e563df9e5.pdf)
,2026-01-29,[Financial Results For The Quarter Ended December 31 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dd6afbb6-f87e-4d65-beeb-eb9fc18a582f.pdf)
,2025-11-11,[Results-Financial Results September 30 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3760608f-4e21-424a-a8b2-ef376b0ab928.pdf)
,2025-08-08,[Submission Of Financial Results](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f6a189fe-126f-4b6f-b827-7544921da977.pdf)
,2025-05-26,[Financial Results March 31 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f706ee21-595c-4168-9834-cd7e93826c5f.pdf)
,2025-02-12,[Unaudited Financial Results For Quarter & Nine Months Ended December 31 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe906a27-25a7-4269-9c51-9abfdca5b3c4.pdf)
,2024-08-08,"[Results For The Quarter Ended June 30, 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=44d0e3bc-74b2-46e5-a7ec-03b707c1c5f3.pdf)"
,2024-04-30,"[Results For The FY Ended March 31, 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=06782a8d-c0eb-4ee0-a7fb-36b46017e4ea.pdf)"
,2024-02-09,"[Standalone & Consolidated Unaudited Results For The Quarter Ended December 31, 2023](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=76558df8-f236-4d99-97b6-0b61f39cf241.pdf)"
,Date,Document
,---,---
,"6 Apr - Shri Manikumar Sivaramakrishnan appointed Deputy Managing Director from April 6, 2026 for three years.","[Announcement under Regulation 30 (LODR)-Change in Directorate 6 Apr - Shri Manikumar Sivaramakrishnan appointed Deputy Managing Director from April 6, 2026 for three years.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/8e134193-2e49-4d93-83f0-e53602032129.pdf)"
,"30 Mar - Trading window closed from March 31, 2026 until 48 hours after results for quarter/year ending March 31, 2026.","[Closure of Trading Window 30 Mar - Trading window closed from March 31, 2026 until 48 hours after results for quarter/year ending March 31, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/a5db939c-03d0-446b-b462-93ee024970ae.pdf)"
,"29 Mar - IFCI received SFIO company petition at NCLT (CP34/241-242), Mar 23-24, 2026; ₹157.26 crore carrying value.","[Announcement Under Regulation 30 Of SEBI LODR 29 Mar - IFCI received SFIO company petition at NCLT (CP34/241-242), Mar 23-24, 2026; ₹157.26 crore carrying value.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/551eee98-6ea0-43fb-9ef8-a448cc3f612b.pdf)"
,"29 Jan - Board approved Q3/Dec 31, 2025 results; CRAR -16.51%, gross NPA 96.31%, Rs.500 crore equity from GAIL.","[Board Meeting Outcome for Outcome Of The Board Meeting Held On January 29, 2026 29 Jan - Board approved Q3/Dec 31, 2025 results; CRAR -16.51%, gross NPA 96.31%, Rs.500 crore equity from GAIL.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/c81a2833-e22d-4aab-8fce-ac21e17f6d39.pdf)"
,"28 Feb - Renewal of AMC with MCS Share Transfer Agent Ltd for equity shares and family bonds, 01-Mar-2026 to 28-Feb-2027.","[Announcement under Regulation 30 (LODR)-Change in RTA 28 Feb - Renewal of AMC with MCS Share Transfer Agent Ltd for equity shares and family bonds, 01-Mar-2026 to 28-Feb-2027.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/c926ce7c-2955-4fec-b4d8-2a483baf5eca.pdf)"
,"28 Feb - IFCI re-appointed Jagdish Garwal as CRO from March 1, 2026 to February 28, 2027.","[Announcement under Regulation 30 (LODR)-Change in Management 28 Feb - IFCI re-appointed Jagdish Garwal as CRO from March 1, 2026 to February 28, 2027.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/2a6ade26-6dd7-4b34-96b8-7e5d1236950f.pdf)"
,"28 Apr - On 28 Apr 2026, IFCI approved audited FY26 standalone and consolidated results; auditors gave unmodified opinion.","[Board Meeting Outcome for Outcome Of Board Meeting 28 Apr - On 28 Apr 2026, IFCI approved audited FY26 standalone and consolidated results; auditors gave unmodified opinion.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/d601f589-ebe9-4679-85bc-cc1d9c3ec002.pdf)"
,"28 Apr - On 28 Apr 2026, IFCI approved audited FY26 standalone and consolidated results; auditors gave unmodified opinion.","[Board Meeting Outcome for Outcome Of Board Meeting 28 Apr - On 28 Apr 2026, IFCI approved audited FY26 standalone and consolidated results; auditors gave unmodified opinion.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/d601f589-ebe9-4679-85bc-cc1d9c3ec002.pdf)"
,"28 Apr - Board approved audited standalone and consolidated results for year ended March 31, 2026; unmodified opinion.","[Financial Results For The Period Ended March 31, 2026 28 Apr - Board approved audited standalone and consolidated results for year ended March 31, 2026; unmodified opinion.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/2e7189c0-185d-4b93-84bd-469e563df9e5.pdf)"
,"28 Apr - Board approved audited standalone and consolidated results for year ended March 31, 2026; unmodified opinion.","[Financial Results For The Period Ended March 31, 2026 28 Apr - Board approved audited standalone and consolidated results for year ended March 31, 2026; unmodified opinion.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/2e7189c0-185d-4b93-84bd-469e563df9e5.pdf)"
,Date,Document
,---,---
,from nse,[Annual Report 2011 from nse](https://archives.nseindia.com/annual_reports/AR_IFCI_2010_2011_09092011043333.zip)
,from bse,[Annual Report 2025 from bse](https://www.bseindia.com/xml-data/corpfiling/AttachHis/5013366a-24f3-48c6-9fb1-ba99e3650a3a.pdf)
,from bse,[Annual Report 2024 from bse](https://www.bseindia.com/xml-data/corpfiling/AttachHis/b0a6fdf3-6a60-4315-9eab-43562a16f384.pdf)
,from bse,[Annual Report 2023 from bse](https://www.bseindia.com/xml-data/corpfiling/AttachHis/c8c8f065-a522-458c-9a82-8702da56e189.pdf)
,from bse,[Annual Report 2022 from bse](https://www.bseindia.com/xml-data/corpfiling/AttachHis/81b966fc-9fe3-42ca-9aa4-0f2de2b35ff7.pdf)
,from bse,[Annual Report 2021 from bse](https://www.bseindia.com/bseplus/AnnualReport/500106/72758500106_20_12_21.pdf)
,from bse,[Annual Report 2020 from bse](https://www.bseindia.com/bseplus/AnnualReport/500106/67594500106.pdf)
,from bse,[Annual Report 2019 from bse](https://www.bseindia.com/bseplus/AnnualReport/500106/5001060319.pdf)
,from bse,[Annual Report 2018 from bse](https://www.bseindia.com/bseplus/AnnualReport/500106/5001060318.pdf)
,from bse,[Annual Report 2017 from bse](https://www.bseindia.com/bseplus/AnnualReport/500106/5001060317.pdf)
