Item,Date,Document
,"9h - Sub.: Disclosure pursuant to Regulation 30 of the SEBI (LODR) Regulations, 2015 (SEBI Listing Regulations, 2015). Pursuant to Regulation 30 of the SEBI Listing Regulations, …","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 9h - Sub.: Disclosure pursuant to Regulation 30 of the SEBI (LODR) Regulations, 2015 (SEBI Listing Regulations, 2015). Pursuant to Regulation 30 of the SEBI Listing Regulations, …](https://www.bseindia.com/xml-data/corpfiling/AttachLive/3427bb2d-229a-43b0-a767-5ad8eb073902.pdf)"
,"9h - Committees will consider NCDs/subordinated debentures/bonds issuance from May 1 to July 31, 2026.","[Intimation Of Committee Meeting For Raising Fund - May 01, 2026 To July 31, 2026 9h - Committees will consider NCDs/subordinated debentures/bonds issuance from May 1 to July 31, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/3c1e1eb4-b751-468c-a46f-e69332ae96e1.pdf)"
,"8h - Shriram Finance files large corporate disclosure; outstanding borrowing Rs 1,61,197.04 crore, CARE AAA/Stable.","[Format of the Initial Disclosure to be made by an entity identified as a Large Corporate : Annexure A 8h - Shriram Finance files large corporate disclosure; outstanding borrowing Rs 1,61,197.04 crore, CARE AAA/Stable.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/4c8cac8f-df1c-4a1b-9eac-6ca1ef879c07.pdf)"
,"8h - Final dividend of Rs. 6 per share recommended; record date July 3, 2026, book closure July 4-10.","[Intimation Of Record Date For The Purpose Of Payment Of Final Dividend For The Financial Year 2025-26 8h - Final dividend of Rs. 6 per share recommended; record date July 3, 2026, book closure July 4-10.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/8b50e4c5-dc15-4f45-9a3c-15452eaed52f.pdf)"
,"8h - Board meets April 24, 2026 for FY26 results, final dividend, borrowing plan, and AGM matters.","[Board Meeting Intimation for Approval Of Audited Standalone And Consolidated Financial Results Of The Company For The Fourth Quarter And Financial Year Ended March 31, 2026 8h - Board meets April 24, 2026 for FY26 results, final dividend, borrowing plan, and AGM matters.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/0495b90c-c0cd-4318-bbaf-3e9f5620a7c0.pdf)"
,8h - :- i) The Securities comprised in the certificates have been listed on the Stock Exchanges; (ii) Our Registrar to an Issue and Share Transfer Agent …,"[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 8h - :- i) The Securities comprised in the certificates have been listed on the Stock Exchanges; (ii) Our Registrar to an Issue and Share Transfer Agent …](https://www.bseindia.com/xml-data/corpfiling/AttachLive/52ea6abf-d290-4fee-979c-8b05b3ff2f6b.pdf)"
,"7h - Final dividend of Rs.6/share recommended; record date July 3, 2026, book closure July 4-10, 2026 for 47th AGM.","[Intimation Of Closure Of Register Of Members And The Share Transfer Books Of The Company 7h - Final dividend of Rs.6/share recommended; record date July 3, 2026, book closure July 4-10, 2026 for 47th AGM.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/1b964383-45ec-48c1-baf7-1d68b6d098cd.pdf)"
,"7 May - Allotment of 1,44,142 Equity Shares on exercise of Fresh Stock Option under SFL ESOS 2023 (No. 1)","[Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS 7 May - Allotment of 1,44,142 Equity Shares on exercise of Fresh Stock Option under SFL ESOS 2023 (No. 1)](https://www.bseindia.com/xml-data/corpfiling/AttachLive/c7e6aeaf-382b-46ea-a0d3-df131d97033f.pdf)"
,"6h - Rectification orders (Mar 30, 2026): FY2018-19 penalty reduced to Rs.70.42 lakh; FY2019-20 to Rs.1.02 crore.","[Reduction In Penalty Imposed By By Office Of The Commercial Tax Officer, Chennai South 6h - Rectification orders (Mar 30, 2026): FY2018-19 penalty reduced to Rs.70.42 lakh; FY2019-20 to Rs.1.02 crore.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/24b1c406-3a86-4822-8a11-c59266a2e720.pdf)"
