Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Revenue,1911,1946,1996,2209,2410,2449,2504,2616,2755,2884,2903,3063
Expenses,176,164,219,170,179,210,222,244,253,261,262,233
Financing Profit,585,582,498,640,718,723,731,765,844,890,878,942
Financing Margin %,31,30,25,29,30,30,29,29,31,31,30,31
Other Income,0,0,0,0,0,0,0,3,0,-13,0,0
Interest,1151,1200,1279,1399,1514,1516,1551,1606,1658,1734,1762,1888
Depreciation,10,10,10,10,10,10,11,11,12,12,13,13
Profit before tax,575,572,488,630,708,713,720,757,833,865,866,929
Tax %,22,24,22,23,23,23,18,23,23,23,23,23
Net Profit,451,437,381,483,546,548,587,583,643,665,669,715
EPS in Rs,0.67,0.65,0.57,0.62,0.66,0.66,0.7,0.7,0.77,0.8,0.8,0.86
Gross NPA %,0.24,0.25,0.27,0.28,0.29,0.29,0.29,0.3,0.26,0.27,0.27,0.29
Net NPA %,0.09,0.1,0.1,0.11,0.12,0.13,0.11,0.13,0.12,0.11,0.11,0.12
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,,,
---,---,---,---,---,---,---,---,---,,,,
Revenue,265,3155,3767,5665,7617,9554,11150,11604,,,,
Expenses,44,552,624,718,721,759,1007,1009,,,,
Financing Profit,59,635,986,1733,2201,2814,3381,3554,,,,
Financing Margin %,22,20,26,31,29,29,30,31,,,,
Other Income,0,0,0,0,0,-2,-14,-13,,,,
Interest,162,1968,2157,3213,4695,5981,6761,7042,,,,
Depreciation,2,22,26,33,40,41,47,49,,,,
Profit before tax,57,613,960,1700,2161,2770,3320,3492,,,,
Tax %,26,26,26,26,20,22,23,—,,,,
Net Profit,42,453,710,1258,1731,2163,2560,2692,,,,
EPS in Rs,0.09,0.93,1.45,1.87,2.58,2.6,3.07,3.23,,,,
Dividend Payout %,0,0,0,0,0,0,0,—,,,,
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,
---,---,---,---,---,---,---,---,,,,,
Equity Capital,488,4883,4883,6712,6712,8328,8329,,,,,
Reserves,70,1149,1858,3791,5521,11619,14194,,,,,
Borrowing,2560,31601,41492,53745,69129,82072,103704,,,,,
Other Liabilities,19,226,293,406,464,790,920,,,,,
Total Liabilities,3137,37858,48527,64654,81827,102809,127147,,,,,
Fixed Assets,9,79,97,113,123,141,154,,,,,
CWIP,0,0,1,0,1,1,0,,,,,
Investments,251,3266,1248,2001,1939,2533,2502,,,,,
Other Assets,2878,34513,47180,62540,79765,100134,124491,,,,,
Total Assets,3137,37858,48527,64654,81827,102809,127147,,,,,
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,
---,---,---,---,---,---,---,---,,,,,
Cash from Operating Activity,-1024,-5076,-12481,-14332,-14600,-17075,-19895,,,,,
Cash from Investing Activity,-69,-797,2197,-611,-555,-798,-1202,,,,,
Cash from Financing Activity,1149,5676,10228,14630,15125,17870,21197,,,,,
Net Cash Flow,55,-197,-55,-313,-30,-2,100,,,,,
Free Cash Flow,-1027,-5089,-12508,-14362,-14640,-17111,-19938,,,,,
CFO/OP,-458,-188,-389,-282,-204,-187,-189,,,,,
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,
---,---,---,---,---,---,---,---,,,,,
ROE %,8,14,11,15,15,13,12,,,,,
