Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,712,707,1143,1160,833,870,924,944,1146,1264,1465,1589
Expenses,663,667,1059,1115,762,790,817,857,1031,1105,1291,1427
Operating Profit,49,39,83,45,71,80,108,87,115,159,174,162
OPM %,7,6,7,3.9,9,9,12,9,10,13,12,10
Other Income,8,12,7,15,10,20,22,16,9,7,11,15
Interest,8,11,13,14,14,15,16,15,13,8,13,13
Depreciation,12,14,16,17,17,20,21,21,22,20,21,22
Profit before tax,37,27,61,29,51,64,93,67,90,138,150,141
Tax %,17,25,26,31,22,17,23,26,26,20,21,25
Net Profit,31,20,45,20,40,53,71,50,66,110,119,106
EPS in Rs,1.6,0.87,1.97,1.09,2.04,2.74,3.67,2.79,3.33,5.33,5.25,5.19
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,,,
---,---,---,---,---,---,---,---,---,,,,
Sales,862,886,1267,2048,3154,3787,4819,5464,,,,
Expenses,727,784,1138,1856,2951,3463,4273,4853,,,,
Operating Profit,135,102,129,192,203,323,546,610,,,,
OPM %,16,11,10,9,6,9,11,11,,,,
Other Income,13,18,18,44,56,47,31,41,,,,
Interest,15,10,11,26,41,58,48,47,,,,
Depreciation,19,23,25,31,51,75,84,86,,,,
Profit before tax,113,87,111,179,166,237,445,519,,,,
Tax %,19,24,31,31,25,22,22,—,,,,
Net Profit,92,69,79,123,124,184,346,402,,,,
EPS in Rs,1281.97,916.98,5.59,6.75,6.04,9.53,16.48,19.1,,,,
Dividend Payout %,0,0,0,22,25,16,9,—,,,,
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,
---,---,---,---,---,---,---,---,,,,,
Equity Capital,5,5,138,177,177,178,193,,,,,
Reserves,418,595,434,1364,1435,1572,2670,,,,,
Borrowings,125,103,218,375,630,665,400,,,,,
Other Liabilities,238,258,364,628,1446,1788,2504,,,,,
Total Liabilities,786,960,1154,2543,3688,4202,5767,,,,,
Fixed Assets,296,292,378,532,1075,1144,1458,,,,,
CWIP,1,0,41,25,17,66,72,,,,,
Investments,30,132,41,84,42,59,547,,,,,
Other Assets,459,536,694,1901,2554,2933,3690,,,,,
Total Assets,786,960,1154,2543,3688,4202,5767,,,,,
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,
---,---,---,---,---,---,---,---,,,,,
Cash from Operating Activity,156,37,-13,-70,-109,176,290,,,,,
Cash from Investing Activity,-46,-113,-373,-885,-9,-103,-736,,,,,
Cash from Financing Activity,-59,72,382,968,150,-71,558,,,,,
Net Cash Flow,51,-4,-4,13,32,2,111,,,,,
Free Cash Flow,108,18,-103,-188,-446,4,114,,,,,
CFO/OP,131,58,13,-16,-27,73,69,,,,,
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,
---,---,---,---,---,---,---,---,,,,,
Debtor Days,76,86,78,72,108,142,139,,,,,
Inventory Days,93,109,119,139,146,102,108,,,,,
Days Payable,110,112,98,116,178,193,199,,,,,
Cash Conversion Cycle,60,83,99,95,76,52,48,,,,,
Working Capital Days,20,51,30,42,36,37,68,,,,,
ROCE %,—,15,16,15,10,12,17,,,,,
