Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,181,195,228,224,238,241,264,243,245,220,249,268
Expenses,106,108,133,129,148,142,159,143,158,147,153,172
Operating Profit,75,87,95,95,90,98,105,100,87,72,96,96
OPM %,41,44,42,42,38,41,40,41,36,33,38,36
Other Income,6,8,14,10,11,5,12,13,7,10,3,22
Interest,0,0,1,0,0,0,0,0,0,0,0,0
Depreciation,11,11,13,16,18,18,17,19,19,19,21,21
Profit before tax,69,83,95,89,83,85,100,95,75,63,78,98
Tax %,25,25,26,26,29,23,26,26,26,27,25,25
Net Profit,52,63,70,66,59,66,74,70,55,46,58,73
EPS in Rs,4.91,5.89,6.61,6.2,5.53,6.18,6.97,6.59,5.22,4.32,5.48,6.9
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,241,393,419,512,685,936,791,967,957,982,,
Expenses,167,257,234,253,385,533,459,579,601,630,,
Operating Profit,74,137,186,260,300,403,332,388,356,352,,
OPM %,31,35,44,51,44,43,42,40,37,36,,
Other Income,5,11,11,25,30,30,41,39,32,41,,
Interest,1,0,0,0,0,1,1,1,1,0,,
Depreciation,8,11,14,17,25,36,46,69,78,80,,
Profit before tax,70,137,182,267,305,396,326,357,310,313,,
Tax %,30,28,23,26,25,25,25,26,26,—,,
Net Profit,49,98,140,198,228,295,244,264,230,233,,
EPS in Rs,345.41,689.84,1051.67,18.68,21.51,27.78,22.97,24.88,21.61,21.92,,
Dividend Payout %,12,15,2,134,15,18,22,24,28,—,,
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,
---,---,---,---,---,---,---,---,---,---,,,
Equity Capital,1,1,1,11,11,11,11,11,11,,,
Reserves,186,271,341,529,758,999,1193,1406,1573,,,
Borrowings,1,3,3,0,0,2,2,2,2,,,
Other Liabilities,48,53,85,120,156,140,191,181,184,,,
Total Liabilities,236,327,430,660,925,1152,1396,1600,1770,,,
Fixed Assets,102,127,166,186,296,460,636,715,760,,,
CWIP,2,4,3,55,44,20,57,30,118,,,
Investments,18,75,133,232,191,353,339,381,405,,,
Other Assets,114,121,128,187,394,318,364,474,487,,,
Total Assets,236,327,430,660,925,1152,1396,1600,1770,,,
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,
---,---,---,---,---,---,---,---,---,---,,,
Cash from Operating Activity,45,85,160,193,127,279,236,214,275,,,
Cash from Investing Activity,-17,-94,-105,-187,-79,-270,-185,-152,-202,,,
Cash from Financing Activity,-5,-11,-55,-6,0,-55,-53,-53,-64,,,
Net Cash Flow,23,-20,0,0,49,-45,-2,9,8,,,
Free Cash Flow,13,46,110,109,-12,96,10,72,74,,,
CFO/OP,91,88,109,100,65,93,94,80,103,,,
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,
---,---,---,---,---,---,---,---,---,---,,,
Debtor Days,60,55,61,53,82,57,76,77,79,,,
Inventory Days,93,79,98,156,143,122,163,156,157,,,
Days Payable,85,48,101,180,166,90,139,103,118,,,
Cash Conversion Cycle,69,87,58,29,59,89,99,129,118,,,
Working Capital Days,60,62,33,32,90,68,86,106,110,,,
ROCE %,—,59,59,61,47,44,29,27,21,,,
