Item,Date,Document
,2026-09-09,[Response To The Clarification Sought By BSE Limited](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=58cfc551-132a-4334-b299-087366b3aa07.pdf)
,2026-08-25,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d933d2d7-374c-42e6-b755-b119ae8bccc4.pdf)
,2026-08-12,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=25a8e7d3-7e35-4f50-b9f3-a0769f72eead.pdf)
,2026-08-08,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8d10df13-b844-476a-bece-3eb96021170c.pdf)
,2026-08-06,[Board Meeting Outcome for Outcome Of Board Meeting Held On August 6 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8a59a0ba-2cd3-438e-9552-7af8ccc3a714.pdf)
,2026-08-03,[Board Meeting Intimation for Inter-Alia Consider The Unaudited Financial Results Of The Company For The Third Quarter And Nine Months Ended June 30 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=71d1bade-6eee-4580-b19b-598575d580cb.pdf)
,2026-07-06,[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations 2018](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0149a75c-adad-488c-8805-583e58b04951.pdf)
,2026-06-25,[Closure of Trading Window](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=30a404f7-9b56-4dc7-950b-b329a766926f.pdf)
,2026-06-24,[Disclosures under Reg. 29(2) of SEBI (SAST) Regulations 2011](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=10B67BB5_FFFE_4747_8D00_1385E52E0967_121127.pdf)
,2026-06-24,[Disclosures under Reg. 29(2) of SEBI (SAST) Regulations 2011](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=B2C27BA0_22D9_401E_882D_3D13850EF05A_132542.pdf)
,Date,Document
,---,---
