Item,Date,Document
,"8h - Q4 FY26 earnings call transcript: disbursements rose 25% to ₹32,913 crore; AUM reached ₹2,42,630 crore; final dividend ₹0.70/share.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome 8h - Q4 FY26 earnings call transcript: disbursements rose 25% to ₹32,913 crore; AUM reached ₹2,42,630 crore; final dividend ₹0.70/share.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/981e8fad-4008-49a1-aa2d-83d8b10a0fdf.pdf)"
,7h - On allotment of 287232 equity shares on exercise of ESOPs.,[Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS 7h - On allotment of 287232 equity shares on exercise of ESOPs.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/76e54c3e-47e2-42fb-8945-24a79dc93448.pdf)
,7h - Earnings call for quarter and year ended 31 March 2026 scheduled on 4 May 2026 at 10:00 IST.,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 7h - Earnings call for quarter and year ended 31 March 2026 scheduled on 4 May 2026 at 10:00 IST.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/518e2a12-861d-4b80-ad68-4eba004cbf1c.pdf)
,"7h - Board meeting on 30 Apr 2026 will consider final dividend for FY2026, subject to shareholder approval.","[Update on board meeting 7h - Board meeting on 30 Apr 2026 will consider final dividend for FY2026, subject to shareholder approval.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/377a7bca-769b-43a7-a827-35ad078fc154.pdf)"
,6 Apr - Board meeting on 30 April 2026 to approve audited Q4 and FY26 standalone and consolidated results.,[Closure of Trading Window 6 Apr - Board meeting on 30 April 2026 to approve audited Q4 and FY26 standalone and consolidated results.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/86e6a5d2-2619-467c-ae40-498480b4ef52.pdf)
,6 Apr - Board meeting on 30 April 2026 to approve audited Q4 and FY2026 results; trading window closed.,"[Board Meeting Intimation for To Consider And Approve The Audited Standalone And Consolidated Financial Results Of The Company For The Quarter And Year Ended 31 March, 2026. 6 Apr - Board meeting on 30 April 2026 to approve audited Q4 and FY2026 results; trading window closed.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/aaac54d8-3488-4a72-820a-8395d17293b9.pdf)"
,"5 May - Allotted 50,000 secured NCDs worth 500 crore at 8.08% for 3 years 1 month.","[Announcement under Regulation 30 (LODR)-Allotment 5 May - Allotted 50,000 secured NCDs worth 500 crore at 8.08% for 3 years 1 month.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/40117221-5227-4fc6-83fd-7c1cae38d4f7.pdf)"
,4 May - Audio recording of 4 May 2026 earnings call uploaded on company website.,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome 4 May - Audio recording of 4 May 2026 earnings call uploaded on company website.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/199909b7-a0c0-4f67-b972-220c4b7298bb.pdf)
,4 May - Audio recording of 4 May 2026 earnings call uploaded on company website.,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome 4 May - Audio recording of 4 May 2026 earnings call uploaded on company website.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/199909b7-a0c0-4f67-b972-220c4b7298bb.pdf)
