Item,Date,Document
,2026-08-20,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=88df44f9-85f5-4d9d-b8d5-f5e04b83acd6.pdf)
,2026-05-15,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=81bb3347-9bc4-4442-bc7b-c602905f40cc.pdf)
,2026-02-13,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8f734ccc-21b3-4b25-80b1-1cec307ef53c.pdf)
,2025-11-11,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5615a435-d61b-496a-abcf-d4d838d1f0c7.pdf)
,2025-02-12,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=80031f24-78a1-46bd-b0bf-2ab5bbe1ab58.pdf)
,2024-08-16,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=edb64a66-fd66-42aa-ae0f-273927a1af59.pdf)
,2024-02-12,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=90fca5bd-3607-4963-a69f-3be021b6c47a.pdf)
,2023-05-18,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=44da4cd0-a1d0-42be-bb0c-0db272d1a5b3.pdf)
,2023-02-16,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3ee6f386-07ec-4d6d-80c9-55a6d92f4334.pdf)
,2022-11-15,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2e309ed9-5732-4953-9ce4-e35f8ec47c6b.pdf)
,Date,Document
,---,---
,2026-08-18,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1652fcc3-4e4a-4790-9607-df209fe15e16.pdf)
,2026-08-17,[Shareholder Meeting / Postal Ballot-Scrutinizers Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=49f09e6d-623d-417b-9bcd-9ce572505007.pdf)
,2026-08-15,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4b8abd7c-0193-4692-87df-76059899fe97.pdf)
,2026-08-14,[Board Meeting Outcome for Cholamandalam Financial Holdings Limited Has Informed The Exchange Regarding Outcome Of Board Meeting Held On August 14 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cdb92ce5-3fd7-4cae-9b5b-06500c2764ec.pdf)
,2026-08-14,[Board Meeting Outcome for Cholamandalam Financial Holdings Limited Has Informed The Exchange Regarding Outcome Of Board Meeting Held On August 14 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d33aa04d-cb30-41d9-b2f5-ad6bfcc4694b.pdf)
,2026-08-14,[Announcement under Regulation 30 (LODR)-Press Release / Media Release](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9ec83741-e230-4ea5-8d66-818a9322291c.pdf)
,2026-07-31,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f19bf6ff-c27b-42e6-8813-5c9d5a9028ab.pdf)
,2026-07-23,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=324f4345-2128-45cc-9250-d3eac8ac8f57.pdf)
,2026-07-22,[Reg. 34 (1) Annual Report.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=426fceb6-2ffe-4c12-bd56-2d5ac713af89.pdf)
,2026-07-22,[Shareholder Meeting - AGM On 14/08/2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=52b3684c-b5f8-4c57-b3b1-dc1bf9a856de.pdf)
,Date,Document
,---,---
,2026-08-14,[Results - Financial Results - 30-06-2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b422c4c6-baf3-47e8-9828-bfe3d7b87279.pdf)
,2026-05-08,[Audited Financial Results](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a60eabc6-3c6b-42a4-8743-aca10ac6bffb.pdf)
,2026-02-09,[Results - December 31 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d06e671e-834c-4194-93c3-7abff6dff2e7.pdf)
,2025-11-07,[Results - September 30 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c022fc91-4cf4-4506-b957-04ab86cdabfc.pdf)
,2025-08-08,[Results - Financial Results For The Quarter Ended June 30 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=25395754-ad39-475c-8c03-25fbbac962cb.pdf)
,2025-05-09,[Audited Financial Results For The Year Ended March 31 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e4fd636a-c7da-471c-8aeb-bc12b7303bc0.pdf)
,2025-02-07,[Financial Results - For The Quarter Ended 31St December 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=08effe89-ced9-47a0-bdc0-9a4451af798d.pdf)
