Item,Date,Document
,"9 Mar - One-to-one call with Dharohar Capital on March 9, 2026; no UPSI.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome 9 Mar - One-to-one call with Dharohar Capital on March 9, 2026; no UPSI.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/162d4c04-8648-4340-8b78-ecdaa0584750.pdf)"
,"8h - IndiaMART to host investor meet with Centrum Broking Nakshatra III on May 21, 2026 via video conference.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 8h - IndiaMART to host investor meet with Centrum Broking Nakshatra III on May 21, 2026 via video conference.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/62dd7135-388d-44ee-919b-5b9d394cd986.pdf)"
,"8h - Board meets April 30, 2026 to approve FY26 results and consider dividend; trading window closed from April 1.","[Board Meeting Intimation for Date Of The Board Meeting And Closure Of Trading Window 8h - Board meets April 30, 2026 to approve FY26 results and consider dividend; trading window closed from April 1.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/991db884-e0eb-4c1c-b744-05759bb4c908.pdf)"
,"8 May - IndiaMART allotted 56,000 equity shares on May 8, 2026; paid-up capital rose to 6,01,43,148 shares.","[Announcement under Regulation 30 (LODR)-Allotment 8 May - IndiaMART allotted 56,000 equity shares on May 8, 2026; paid-up capital rose to 6,01,43,148 shares.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/13ee28ee-a8d7-41e7-b7e4-587361b6db02.pdf)"
,"7h - Pursuant to Regulation 30 of the SEBI (LODR) Regulations, 2015, read with Part A of Schedule III of the Regulation, the Company has scheduled an …","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 7h - Pursuant to Regulation 30 of the SEBI (LODR) Regulations, 2015, read with Part A of Schedule III of the Regulation, the Company has scheduled an …](https://www.bseindia.com/xml-data/corpfiling/AttachLive/d6438b42-e7d4-4c1c-9e6f-31816824eaf7.pdf)"
,"6 May - Transcript of Earnings Conference Call for Analysts and Investors held on Thursday, April 30, 2026 with respect to the financial performance of the Company for …","[Announcement under Regulation 30 (LODR)-Earnings Call Transcript 6 May - Transcript of Earnings Conference Call for Analysts and Investors held on Thursday, April 30, 2026 with respect to the financial performance of the Company for …](https://www.bseindia.com/xml-data/corpfiling/AttachLive/a08b97bb-936d-413a-be28-6d840995cc8f.pdf)"
,"6 May - FY26 secretarial compliance report filed; generally compliant, with two insider-trading lapses noted.","[Compliances-Reg.24(A)-Annual Secretarial Compliance 6 May - FY26 secretarial compliance report filed; generally compliant, with two insider-trading lapses noted.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/ca6fe470-8e29-400c-93af-14ef208a429c.pdf)"
,"6 Mar - March 6, 2026 one-to-one meeting with FSSA Investment Managers; no UPSI shared.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome 6 Mar - March 6, 2026 one-to-one meeting with FSSA Investment Managers; no UPSI shared.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/d29a88c3-2438-436c-8c9e-9d0f0e408a42.pdf)"
,"31 Mar - March 31, 2026 one-on-one meeting with Manas Asian Equities Value Fund; no UPSI shared.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome 31 Mar - March 31, 2026 one-on-one meeting with Manas Asian Equities Value Fund; no UPSI shared.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/57bc4318-6980-4f6f-abee-cee8980ba4bb.pdf)"
,"30 Mar - Nalanda India Equity Fund acquired 423,115 IndiaMART shares (0.70%), stake now 5.14%. Trade date 24-Mar-2026.","[Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011 30 Mar - Nalanda India Equity Fund acquired 423,115 IndiaMART shares (0.70%), stake now 5.14%. Trade date 24-Mar-2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/0C30A7E7_19DC_4B73_A76A_D26A112903D1_152717.pdf)"
,Date,Document
,---,---
,2026-09-10,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4f606526-a538-42ca-b18d-892931862af0.pdf)
,2026-09-09,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2b9d02ae-f9c3-41ce-b30a-8252a0b183dc.pdf)
,2026-09-08,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4c1d9721-c025-45f9-a669-0cef1e95f339.pdf)
