Item,Date,Document
,2026-09-10,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5fc29e2f-a141-4dce-930b-ebb4ed05259e.pdf)
,2026-09-08,[Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=666626ee-bb3c-40e7-804a-1a97df8eb46c.pdf)
,2026-09-03,[Intimation Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations 2015 - ESG Ratings](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fae9bd54-2f3c-49de-adcb-ae70e683cabb.pdf)
,2026-09-02,[Announcement under Regulation 30 (LODR)-Credit Rating](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=990e4dc1-04e3-4dbf-a0da-8fca9c561798.pdf)
,2026-09-01,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=54b1ddfb-1d84-4a3f-91f6-671cbdf3ffed.pdf)
,2026-08-28,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3992b8af-a677-46b3-9023-e1f61d4c6c86.pdf)
,2026-08-27,[Announcement under Regulation 30 (LODR)-Press Release / Media Release](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3f5da9ea-1cd0-4082-a1cb-54ba0f86d7ad.pdf)
,2026-08-25,[Transcript Of The 38Th Annual General Meeting Of The Company Held On August 6 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=121dcb24-a30f-4b04-a4da-61e000007040.pdf)
,2026-08-20,[Intimation Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations 2015 - ESG Ratings](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2b0b1f41-2699-446a-b824-fa931576d81c.pdf)
,2026-08-11,[Intimation Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations 2015 - ESG Ratings](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=55f3b9e4-6d60-409b-89ad-06588fbe1404.pdf)
,Date,Document
,---,---
,2026-08-11,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1ecca3e5-6e6d-4336-b971-96ce26535328.pdf)
