Item,Date,Document
,2026-09-10,[Minutes Of 90Th Annual General Meeting Of The Company Held Through Video Conference/Other Audio-Visual Means On Thursday 13 August 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61b6693d-ac6d-46e7-8978-517ed3b530d6.pdf)
,2026-08-13,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=20e55a01-fb4d-4afb-b0cc-b8ee6eccb122.pdf)
,2026-08-13,[Shareholder Meeting / Postal Ballot-Scrutinizers Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7e9423dd-7037-4d39-97fb-2de298dfd9a6.pdf)
,2026-08-13,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7648bf92-16d7-473d-807e-8b628642af60.pdf)
,2026-08-11,[Board Meeting Outcome for Updates On Outcome Of Board Meeting Scheduled To Be Held On 10 August 2026 And Adjourned Meeting Held On 11 August 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e8522a64-8deb-4ac3-a007-a09d9d467467.pdf)
,2026-08-11,[Announcement under Regulation 30 (LODR)-Change in Management](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=78f02489-ebca-437d-93d9-0ed9e0d0967a.pdf)
,2026-08-10,[Board Meeting Intimation for Adjournment Of Board Meeting For Approval Of The Unaudited Financial Results For The Quarter Ended 30 June 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0bf3f84-cb5e-421b-93aa-58926611e5ca.pdf)
,2026-08-03,[Board Meeting Intimation for Approval Of Unaudited Standalone And Consolidated Financial Results For The Quarter Ended 30 June 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d660179f-0e83-4a66-a4bc-8d1f5e40b08b.pdf)
,2026-07-21,[Communication To Members- Letter Under Regulation 36(1)(B) Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations 2015](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c12cccb1-d228-4b7f-8e4a-53c168bd7200.pdf)
,2026-07-21,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=13c67e35-bd93-4c03-941a-71d4b4786cc7.pdf)
,Date,Document
,---,---
,2026-08-11,[Updates On Outcome Of Board Meeting Scheduled To Be Held On 10 August 2026 And Adjourned Meeting Held On 11 August 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=11106ae7-1f24-4334-b6b3-55e17e61771d.pdf)
,2026-05-30,[Audited Standalone And Consolidated Financial Results For The Financial Year Ended 31 March 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=39df4179-8ffe-4da8-a500-15a1be422cf0.pdf)
,2026-02-09,[Updates On Outcome Of Board Meeting Held On 9Th February 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4efa5b97-b0a8-4420-93f0-3066010e5071.pdf)
,2025-11-06,[Updates On Outcome Of Board Meeting Held On 6 November 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e024354d-bf48-448d-8209-8fe08f97e550.pdf)
,2025-08-07,[Approval Of Unaudited Standalone And Consolidated Financial Results Of The Company For The Quarter Ended 30 June 2025.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d13a0bd6-310d-437e-9d75-db95746f9d1f.pdf)
,2025-05-23,[Audited Standalone And Consolidated Financial Results For The Financial Year Ended 31 March 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=93842339-21d2-4c87-8667-0b1137b6a56c.pdf)
,2025-02-07,[Updates On Outcome Of Board Meeting Held On 7 February 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ca843616-9115-4219-ad23-690c223a0081.pdf)
,2024-11-07,[Updates On Outcome Of Board Meeting Held On 7 November 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3908e3c0-9791-4ea9-9340-0a61b8b6bad5.pdf)
,2024-08-06,[Updates On Outcome Of Board Meeting Held On 6 August 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=721a422d-f0db-404a-bc97-34b3946d068b.pdf)
