Item,Date,Document
,2026-09-09,[Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d53446a3-f3f3-46a7-8e59-28dd7bbcc3ce.pdf)
,2026-09-04,[Grant Of Stock Options](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2e17d3b9-4c96-47c7-a0dc-7795cdd2ced2.pdf)
,2026-08-28,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8ed5910b-9350-4bfb-b510-716f32a44390.pdf)
,2026-08-27,[Reg. 34 (1) Annual Report.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f2df7720-e670-4a6a-9dcf-fea3c31421a0.pdf)
,2026-08-27,[Notice Of 15Th Annual General Meeting Of The Company](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b9ed9734-5ff0-4d09-ae9f-4b91452eca27.pdf)
,2026-08-27,[Business Responsibility and Sustainability Reporting (BRSR)](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cfedd4e8-2dd7-40cd-9ff4-81985a67274e.pdf)
,2026-08-27,[Announcement Under Regulation 30(LODR)-Letter To Shareholders For Annual Report & AGM Notice](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=266e8134-a3ce-40a4-a3db-fdc540a388a0.pdf)
,2026-08-27,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3e1d8aba-61cf-4063-9452-d2d815ceef73.pdf)
,2026-08-26,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a641586d-99e8-4acc-99b3-2052de046ce8.pdf)
,2026-08-11,[Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3b39ea7c-a33d-47f2-b96f-2ef70193841d.pdf)
,Date,Document
,---,---
,2026-08-13,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aa81aa9b-f89c-427c-b289-9015d8289e86.pdf)
,2026-05-22,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=506ef05b-cb6d-472c-a060-007401c26ea3.pdf)
,2026-02-05,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=03e0d0a8-ff94-4fe4-93a0-237a4b4c1452.pdf)
,2025-11-11,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fb1e6a58-60a1-450e-942a-b3ff12d5b483.pdf)
