Item,Date,Document
,2026-08-31,[Volume Movement](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f258bfdd-81e3-4bdc-9ec2-8bf5aca97c4e.pdf)
,2026-07-28,[Announcement under Regulation 30 (LODR)-Press Release / Media Release](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c939bd0b-2435-4b19-92ee-0ed5ffaa7094.pdf)
,2026-07-23,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=06bd36a8-2af9-49b4-b518-877be4a230c5.pdf)
,2026-07-22,[Board Meeting Outcome for Outcome Of Meeting Of The Board Of Directors](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1670bf55-f91a-4c5e-915f-5a413ac69b4c.pdf)
,2026-07-22,[Announcement under Regulation 30 (LODR)-Change in Management](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5df4ef44-338c-4dc8-8bed-da03115ae601.pdf)
,2026-07-22,[Announcement under Regulation 30 (LODR)-Appointment of Statutory Auditor/s](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b616a141-69c9-4b1f-ae13-c3d0741238bf.pdf)
,2026-07-22,[Outcome Of Meeting Of The Board Of Directors Scheduled On July 22 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3841358f-7593-4186-a9c7-e1c1127958da.pdf)
,2026-07-18,[Board Meeting Intimation for Board Meeting Intimation - Regulation 29 Of Listing Regulations](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=60cfb064-f653-41dc-95bc-22b00302c857.pdf)
,2026-07-09,[Disclosure Under Regulation 30 Of SEBI (Listing Obligations & Disclosure Requirements) Regulations 2015](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e7e4676c-097a-4a49-a31a-32bf4d125288.pdf)
,2026-07-07,[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations 2018](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f21aa19a-6d58-414d-9091-1c1fa122784f.pdf)
,Date,Document
,---,---
,"3 Apr - Certificate under Regulation 74(5) of SEBI (DP) Regulations, 2018 for the quarter ended March 31, 2026","[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 3 Apr - Certificate under Regulation 74(5) of SEBI (DP) Regulations, 2018 for the quarter ended March 31, 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/33d5f7f6-da2e-4566-a8b2-e8e9935f17e6.pdf)"
,"28 Feb - TRAI levied Rs.9,12,000 penalty for UCC complaints for quarter ending March 2024; order received Feb 27, 2026.","[Disclosure Under Regulation 30 Of SEBI (LODR) Regulations 2015 (""Listing Regulations"") 28 Feb - TRAI levied Rs.9,12,000 penalty for UCC complaints for quarter ending March 2024; order received Feb 27, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/3295fc43-8db9-475f-9aea-3c73e6b0db2f.pdf)"
,24 Apr - Copy of the newspaper copy for publishing extract of the audited financial results of the Company for the 4th quarter and financial year ended March …,[Announcement under Regulation 30 (LODR)-Newspaper Publication 24 Apr - Copy of the newspaper copy for publishing extract of the audited financial results of the Company for the 4th quarter and financial year ended March …](https://www.bseindia.com/xml-data/corpfiling/AttachHis/ad543e01-2bb9-4495-8d32-21b725e99028.pdf)
