Item,Date,Document
,"9 May - Meesho invested Rs 99.9999681 crore in MPPL via rights issue on May 8, 2026.","[Announcement under Regulation 30 (LODR)-Updates on Acquisition 9 May - Meesho invested Rs 99.9999681 crore in MPPL via rights issue on May 8, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/3e068681-d9c7-4c00-a92d-36c1b189f9b6.pdf)"
,"8 May - Meesho to hold a non-deal roadshow group meeting in Singapore on May 13, 2026.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 8 May - Meesho to hold a non-deal roadshow group meeting in Singapore on May 13, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/fbfbed2c-b1b6-4364-8297-f527b0f54065.pdf)"
,"6 May - Meesho uploaded KPI disclosures on its investor website per SEBI regulations on May 6, 2026.","[Key Performance Indicators (""KPI"") 6 May - Meesho uploaded KPI disclosures on its investor website per SEBI regulations on May 6, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/c6ae0bb1-f475-4335-a747-bd792ae69fe3.pdf)"
,"6 May - CRISIL monitoring report for Meesho IPO proceeds ended March 31, 2026; no deviations, Rs 3,748.52 million utilized.","[Announcement under Regulation 30 (LODR)-Monitoring Agency Report 6 May - CRISIL monitoring report for Meesho IPO proceeds ended March 31, 2026; no deviations, Rs 3,748.52 million utilized.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/e6d1d384-5070-4f68-b3e4-56223f56958e.pdf)"
,"6 Mar - Assessment order demanding ₹1,499.74 crore for AY2023-24; company will contest.","[Intimation Under Regulation 30 Of The SEBI (LODR) Regulations 2015 6 Mar - Assessment order demanding ₹1,499.74 crore for AY2023-24; company will contest.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/9126f462-1ecd-420a-9807-05ed9318ad9b.pdf)"
,"5h - Board meeting on May 6, 2026 to approve Q4 and FY26 audited standalone and consolidated results.","[Board Meeting Intimation for Considering And Approving The Audited Financial Results (Standalone And Consolidated) Of The Company For The Quarter And Financial Year Ended March 31 2026 5h - Board meeting on May 6, 2026 to approve Q4 and FY26 audited standalone and consolidated results.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/51f531e6-508c-4141-9902-867bae6e103c.pdf)"
,"29 Apr - Meesho received GST order upholding ₹14.29 crore demand, plus interest; will appeal to GSTAT.","[Intimation Under Regulation 30 Of The SEBI (LODR) Regulations 2015 29 Apr - Meesho received GST order upholding ₹14.29 crore demand, plus interest; will appeal to GSTAT.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/d11652ba-6ee1-4029-b6f1-9f335c9db45a.pdf)"
,"27 Mar - Grant of 304,535 options (convertible into 14,922,215 shares) at Re.1 exercise price on March 27, 2026.","[Grant Of Stock Options Under Meesho Limited - Employee Stock Option Plan 2024 27 Mar - Grant of 304,535 options (convertible into 14,922,215 shares) at Re.1 exercise price on March 27, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/0b192a3b-1fe9-4c26-a2ca-5cc1ffebce46.pdf)"
,"25 Apr - Board meeting on May 6, 2026 to approve Q4 and FY26 audited standalone and consolidated results.","[Board Meeting Intimation for Considering And Approving The Audited Financial Results (Standalone And Consolidated) Of The Company For The Quarter And Financial Year Ended March 31 2026 25 Apr - Board meeting on May 6, 2026 to approve Q4 and FY26 audited standalone and consolidated results.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/51f531e6-508c-4141-9902-867bae6e103c.pdf)"
