Item,Date,Document
,"8h - Audio recording of April 29, 2026 earnings call for FY26 audited results available online.","[Audio Recording Of Earnings Call 8h - Audio recording of April 29, 2026 earnings call for FY26 audited results available online.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/40033e8a-88e9-4b44-a552-213a300a2798.pdf)"
,"8 Apr - Investor call on April 29, 2026 at 5:30 PM IST for Q4 FY26 and FY26 results.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 8 Apr - Investor call on April 29, 2026 at 5:30 PM IST for Q4 FY26 and FY26 results.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/0b923f36-b311-472c-a7c7-f70ab42485b5.pdf)"
,"8 Apr - Earnings Call for Audited Financial Results for the quarter and financial year ended March 31, 2026, and Business updates.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 8 Apr - Earnings Call for Audited Financial Results for the quarter and financial year ended March 31, 2026, and Business updates.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/56bb7813-ddc8-470c-91d1-cc5f3ccdaeb9.pdf)"
,7 May - RBI approved Kotak Mahindra Bank’s acquisition of up to 9.99% of Federal Bank’s equity/voting rights.,[Approval Granted By Reserve Bank Of India (RBI) To Kotak Mahindra Bank Limited For Acquiring 'Aggregate Holding' Of Upto 9.99% Of The Paid Up Share Capital Or Voting Rights Of The Bank 7 May - RBI approved Kotak Mahindra Bank’s acquisition of up to 9.99% of Federal Bank’s equity/voting rights.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/5e44537d-b55d-4d8d-98c2-bdcb428bd0d2.pdf)
,"7 Apr - Board meeting on April 29, 2026 to consider FY26 audited results and final dividend.","[Board Meeting Intimation for Considering And Approving The Audited Standalone And Consolidated Financial Results For The Quarter And Financial Year Ended March 31, 2026 And To Recommend Final Dividend, If Any. 7 Apr - Board meeting on April 29, 2026 to consider FY26 audited results and final dividend.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/f80ed83d-7cda-4731-bac7-b9225da1611f.pdf)"
,6 May - Newspaper Publication - Notice of Postal Ballot,[Announcement under Regulation 30 (LODR)-Newspaper Publication 6 May - Newspaper Publication - Notice of Postal Ballot](https://www.bseindia.com/xml-data/corpfiling/AttachLive/9ce0ebe8-b042-411b-9aa7-739d581ee616.pdf)
,"5h - Federal Bank one-on-one analyst meeting with IFC on March 23, 2026; physical meeting, no presentation.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 5h - Federal Bank one-on-one analyst meeting with IFC on March 23, 2026; physical meeting, no presentation.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/5a4d761b-6311-4fa6-ab54-06cb280496a1.pdf)"
,"4 Apr - Submitted Regulation 74(5) certificate for quarter ended March 31, 2026.","[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 4 Apr - Submitted Regulation 74(5) certificate for quarter ended March 31, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/69f86c61-dd5e-4013-b1fa-ba57a355c068.pdf)"
,"30 Mar - RBI approved re-appointment of Harsh Dugar as Executive Director for three years from June 23, 2026; shareholder approval pending.","[Announcement under Regulation 30 (LODR)-Change in Directorate 30 Mar - RBI approved re-appointment of Harsh Dugar as Executive Director for three years from June 23, 2026; shareholder approval pending.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/ad7a0632-241e-4efe-aa04-f7e3b1807c5b.pdf)"
,"2d - Federal Bank executed DOA with Standard Chartered Bank India to acquire select retail credit card portfolio on May 4, 2026.","[Disclosure under Regulation 30A of LODR 2d - Federal Bank executed DOA with Standard Chartered Bank India to acquire select retail credit card portfolio on May 4, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/f102cfb2-2ee3-4330-851a-44a2c240ac10.pdf)"
,Date,Document
,---,---
,2026-09-08,[Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=44fbdede-3c81-47fc-bc34-e040312ea91c.pdf)
,2026-09-05,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=748e57c7-a2af-460f-aabe-4a2d68209179.pdf)
,2026-08-30,[Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8ce46071-25e4-40d1-b8dd-a171e7e00bac.pdf)
,2026-08-27,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fbc98da3-4e20-4f5b-b6f7-8765de962829.pdf)
,2026-08-25,[Clarification Under Regulation 30(11) Of Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations 2015 (Listing Regulations) On News Item Appearing In Mainstream Media](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=73ed4cbe-b378-4da6-a17e-448a5ed2a9cd.pdf)
,2026-08-24,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=40f442b6-97cf-460c-92d6-fcf966311063.pdf)
,2026-08-22,[Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=163d4307-5814-4457-aee6-cc7d3c0418d1.pdf)
,2026-08-21,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a9e03ff0-d08f-4883-b00d-6c5ee6e49eb9.pdf)
,2026-08-21,[Shareholder Meeting / Postal Ballot-Scrutinizers Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9ca5499a-c302-41fd-80ad-c9c638c4f76b.pdf)
,2026-08-21,[Disclosure Under Regulation 30 Of SEBI LODR Regulations 2015](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1ce88f9f-4baa-4f60-bf87-d3550ae138ff.pdf)
,Date,Document
,---,---
,2026-09-08,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a0f8c394-00ae-41e8-90b9-4e6bc3c25090.pdf)
,2026-07-17,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3c581848-d7f7-4d08-9b8c-3ef682dd0433.pdf)
,2026-04-29,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ad2b2b8d-75d3-4327-8b3f-6de2118387fc.pdf)
,2026-01-16,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d087c861-7c52-401a-bbdd-de3d5b215b43.pdf)
,Date,Document
,---,---
,2026-07-22,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=85b94159-38cd-4677-9d2b-ea90309531d1.pdf)
,2026-05-05,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1778d410-7e93-493e-8ffe-09e5be5ad1fa.pdf)
,2026-01-23,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b72db4d-ea56-4f3e-b569-66ee791cefe4.pdf)
,Date,Document
,---,---
,2026-07-17,[Unaudited Financial Results For The The Quarter Ended June 30 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bc3fb374-fb40-4d8c-ba69-9e1b6fbb749e.pdf)
,2026-04-29,[Audited Financial Results As On 31.03.2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2ca8aeec-a65f-446f-b7ed-f1b6cad32149.pdf)
,2026-01-16,[Outcome Of The Board Meeting Held On January 16 2026 - Unaudited Financial Results For The Quarter Ended December 31 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=471fc8f9-ea32-4fac-9d3c-d0f5a058e8f2.pdf)
,Date,Document
,---,---
,2026-07-17,[Audio Recording Of Earnings Call](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=08d86d82-f087-4042-81da-62260328d53a.pdf)
,2026-04-29,[Audio Recording Of Earnings Call](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=40033e8a-88e9-4b44-a552-213a300a2798.pdf)
,2026-01-16,[Audio Recording Of Earnings Call](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3442b4ab-4743-4cd3-9232-d627c138ac82.pdf)
,Date,Document
,---,---
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/1778d410-7e93-493e-8ffe-09e5be5ad1fa.pdf)
,Date,Document
,---,---
,from bse,[Annual Report 2026 from bse](https://www.bseindia.com/xml-data/corpfiling/AttachHis/ad830431-1737-419d-84ec-a40aa969637e.pdf)
