Item,Date,Document
,"9h - ICRA upgraded Piramal Finance long-term ratings to [ICRA]AA+; bank lines Rs9,550cr; instruments Rs33,958.78cr; short-term A1+ reaffirmed (16 Mar 2026)","[Announcement under Regulation 30 (LODR)-Credit Rating 9h - ICRA upgraded Piramal Finance long-term ratings to [ICRA]AA+; bank lines Rs9,550cr; instruments Rs33,958.78cr; short-term A1+ reaffirmed (16 Mar 2026)](https://www.bseindia.com/xml-data/corpfiling/AttachLive/98a0ff5b-7810-4a36-bbd8-bd996ea61d79.pdf)"
,8h - Moody's affirms Piramal Finance Ba3 ratings; outlook revised to Positive on 23 Mar 2026.,[Announcement under Regulation 30 (LODR)-Credit Rating 8h - Moody's affirms Piramal Finance Ba3 ratings; outlook revised to Positive on 23 Mar 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/6bec69bb-893d-40a0-b0db-d40f430cbd1c.pdf)
,8h - Investor roadshow in Mumbai on 18th-19th March 2026; presentation enclosed (Piramal Finance).,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 8h - Investor roadshow in Mumbai on 18th-19th March 2026; presentation enclosed (Piramal Finance).](https://www.bseindia.com/xml-data/corpfiling/AttachLive/a6c92b03-ec24-4d89-ad37-26ad72a20b76.pdf)
,7h - Audio recording of 27 April 2026 conference call on audited FY26 results available online.,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome 7h - Audio recording of 27 April 2026 conference call on audited FY26 results available online.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/087d85cf-7b23-4810-bc75-22ffb5a399a7.pdf)
,4 Mar - Piramal Finance denies exploratory MFI deal talks with IIFL; calls news factually incorrect (4 Mar 2026).,[Response To The Clarification Sought By BSE Limited 4 Mar - Piramal Finance denies exploratory MFI deal talks with IIFL; calls news factually incorrect (4 Mar 2026).](https://www.bseindia.com/xml-data/corpfiling/AttachHis/e0718a54-e75f-4396-8503-4ed02b0cc5ff.pdf)
,30 Mar - Piramal Finance completed sale of entire Shriram Life stake to Sanlam for Rs 600 crore on 30-Mar-2026.,[Update On Sale Of Stake In Shriram Life Insurance Company Limited - Receipt Of Consideration Of Rs. 600 Crore On 30Th March 2026 And Completion Of Transaction 30 Mar - Piramal Finance completed sale of entire Shriram Life stake to Sanlam for Rs 600 crore on 30-Mar-2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/4dafcbb8-6434-4414-8020-609ea585a67f.pdf)
,"30 Apr - Registered office shifted on 30 April 2026 from Amiti Building to Piramal Corporate Park, Mumbai.","[Announcement under Regulation 30 (LODR)-Change in Registered Office Address 30 Apr - Registered office shifted on 30 April 2026 from Amiti Building to Piramal Corporate Park, Mumbai.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/fcf8f6b2-db7f-41de-ad26-a312a3232443.pdf)"
,"30 Apr - Registered office shifted on 30 April 2026 from Amiti Building to Piramal Corporate Park, Mumbai.","[Announcement under Regulation 30 (LODR)-Change in Registered Office Address 30 Apr - Registered office shifted on 30 April 2026 from Amiti Building to Piramal Corporate Park, Mumbai.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/fcf8f6b2-db7f-41de-ad26-a312a3232443.pdf)"
,"28 Mar - Gautam Doshi resigned as Independent Director of Piramal Finance with immediate effect on March 27, 2026.","[Announcement under Regulation 30 (LODR)-Resignation of Director 28 Mar - Gautam Doshi resigned as Independent Director of Piramal Finance with immediate effect on March 27, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/0f307c5e-2205-449f-878e-f65c972a3daa.pdf)"
,27 Mar - Committee to consider issuing NCDs (private placement) from 1 April 2026 to 31 March 2027.,[Intimation Of Meeting(S) Of Committee Of Directors (Administration Authorisation And Finance) To Be Held During The Period 1St April 2026 To 31St March 2027 For Consideration Of Fund Raising Through Issuance Of Ncds On Private Placement Basis 27 Mar - Committee to consider issuing NCDs (private placement) from 1 April 2026 to 31 March 2027.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/3c76b96c-dc1e-4edf-859d-5f368b85ff63.pdf)
,Date,Document
,---,---
,2026-09-08,[Announcement under Regulation 30 (LODR)-Issue of Securities](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eab5ff12-2178-4948-b875-b2345b75075b.pdf)
,2026-09-07,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=55974843-67e6-438a-b296-664ce928b375.pdf)
,2026-09-04,[Outcome Of Meeting Of Committee Of Directors (Administration Authorization And Finance) Held Today I.E. 4Th September 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=abe0ef0b-008e-413e-b85a-49a48edd2282.pdf)
,2026-09-01,[Intimation Of Meeting Of Committee Of Directors (Administration Authorization And Finance) To Be Held On Friday 4Th September 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=94e18eed-1a55-4245-85b9-94e791418ea6.pdf)
,2026-08-31,[Announcement under Regulation 30 (LODR)-Press Release / Media Release](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c4b065df-f6e8-4729-8be2-38a90af8b5e9.pdf)
,2026-08-28,[Announcement under Regulation 30 (LODR)-Qualified Institutional Placement](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=244b2d12-d7e6-440c-95e7-3bea30e1d169.pdf)
,2026-08-28,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4d151f01-184d-48f4-a6ce-f463c4d71cc2.pdf)
,2026-08-28,[Announcement under Regulation 30 (LODR)-Allotment](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2369f451-fdee-4d61-809b-a54aba7927c2.pdf)
,2026-08-26,[Notice Of The Extraordinary General Meeting Scheduled To Be Held On September 19 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=27d0f47c-389c-4228-82af-aa0549d9f35d.pdf)
,2026-08-25,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e2ea9d9e-b51d-475f-8915-ad2a88afd404.pdf)
,Date,Document
,---,---
,2026-08-25,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=12650319-b819-4729-bb08-076727f3a722.pdf)
,2026-08-10,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=56fb2a6d-6134-4887-a022-d0fb84437100.pdf)
,2026-08-03,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ba3f7d4e-6666-4cba-be25-4574d99b366d.pdf)
,2026-07-28,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2abe8759-358a-4a8d-bacc-5c57eb015f2b.pdf)
,2026-07-16,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=25fb178f-c4f8-45c3-bca3-87ff75435e5d.pdf)
,2026-06-16,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=560c7f90-8bed-480b-8d3c-1a75e81be09e.pdf)
,2026-05-28,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0121863a-8725-47df-bc2e-c017e57e6a3c.pdf)
,2026-05-21,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e0c8eab0-775d-4649-bc09-6da3095b50ba.pdf)
,2026-05-14,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f723482b-c0b7-4407-a0c9-520ce9be03f5.pdf)
,2026-04-27,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b6b6e4f4-a024-4d0c-9bfb-31d034789a65.pdf)
,Date,Document
,---,---
,2026-07-22,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=99ab65aa-7908-484e-a23a-0e3a9260b9dd.pdf)
,2026-04-30,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cb0da61c-42b7-4e6c-882f-a5a38c99e39a.pdf)
,2026-02-02,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8fc9be71-a8ba-460b-902c-9325c53fed5a.pdf)
,Date,Document
,---,---
,2026-07-16,[Unaudited Financial Results (Standalone And Consolidated) Of The Company For The Quarter Ended 30Th June 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c4d50aa9-995b-4226-aac8-5194418ac5a0.pdf)
,2026-04-27,[Audited Financial Results (Standalone And Consolidated) Of The Company For The Quarter And Financial Year Ended 31St March 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f59c4b75-5e4d-44be-a729-3deba562a7ce.pdf)
