Item,Date,Document
,2026-09-09,[Announcement under Regulation 30 (LODR)-Appointment of Statutory Auditor/s](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bf697592-0e46-498c-a941-b09e4b831b76.pdf)
,2026-09-08,[Announcement under Regulation 30 (LODR)-Appointment of Statutory Auditor/s](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=18701c21-8cfd-4225-9fef-b7e03de41e49.pdf)
,2026-08-27,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c822a315-2594-46a1-90c0-873fe6535ae7.pdf)
,2026-08-27,[Announcement Under Regulation 30 Of SEBI (LODR) Regulations 2015 - Updates](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2d35e5d8-87be-468c-8bfb-2cf06c708da8.pdf)
,2026-08-26,[Disclosre Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations 2015.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=700ef66b-8bf5-46b3-b7ff-147e40db8869.pdf)
,2026-08-26,[Notice Of 76Th Annual General Meeting To Be Held On September 232026 Forming Part Of The 76Th Annual Report For The Financial Year 2025-26.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ec50c7a6-d00c-46eb-88f5-da260aa2978f.pdf)
,2026-08-26,[Reg. 34 (1) Annual Report.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5c247f0d-4689-4d97-9945-075b181a8b54.pdf)
,2026-08-26,[Business Responsibility and Sustainability Reporting (BRSR)](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=20b61f66-8e3d-4977-970e-4b9176dc86ac.pdf)
,2026-08-25,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=15a8b217-d45a-49d4-95b9-25bac0e858ca.pdf)
