Item,Date,Document
,"9h - Board to approve FY26 Q4 and annual results on April 28, 2026; earnings call at 5:00 PM IST.","[Board Meeting Intimation for Financial Results For The Quarter And Financial Year Ended On March 31, 2026 9h - Board to approve FY26 Q4 and annual results on April 28, 2026; earnings call at 5:00 PM IST.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/a8dfdfb5-3323-4efc-aa77-e15cee83a75c.pdf)"
,"9h - Board meets April 28, 2026 to approve FY26 Q4 and annual results; earnings call at 5:00 PM IST.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 9h - Board meets April 28, 2026 to approve FY26 Q4 and annual results; earnings call at 5:00 PM IST.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/fc5695b8-26cd-404c-98a4-b488b3eff067.pdf)"
,"6 May - Eternal Limited has filed with exchange transcript of earnings conference call conducted on April 28, 2026.","[Announcement under Regulation 30 (LODR)-Earnings Call Transcript 6 May - Eternal Limited has filed with exchange transcript of earnings conference call conducted on April 28, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/60af607c-5f1b-4d5d-8425-4929efa6aad1.pdf)"
,"6 Apr - Regulation 74(5) certificate confirms no demat requests for quarter ended March 31, 2026.","[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 6 Apr - Regulation 74(5) certificate confirms no demat requests for quarter ended March 31, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/38891070-e1d3-44f8-a0fd-4b00f13d7681.pdf)"
,4 May - Eternal filed FY2026 annual secretarial compliance report; no non-compliances or regulatory actions noted.,[Compliances-Reg.24(A)-Annual Secretarial Compliance 4 May - Eternal filed FY2026 annual secretarial compliance report; no non-compliances or regulatory actions noted.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/1d74938f-bd8d-4f85-bfa6-badeb361fc66.pdf)
,4 May - Eternal filed FY2026 annual secretarial compliance report; no non-compliances or regulatory actions noted.,[Compliances-Reg.24(A)-Annual Secretarial Compliance 4 May - Eternal filed FY2026 annual secretarial compliance report; no non-compliances or regulatory actions noted.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/1d74938f-bd8d-4f85-bfa6-badeb361fc66.pdf)
,"28 Apr - ICRA report for Eternal’s March 31, 2026 QIP proceeds shows no deviation from intended use.","[Announcement under Regulation 30 (LODR)-Monitoring Agency Report 28 Apr - ICRA report for Eternal’s March 31, 2026 QIP proceeds shows no deviation from intended use.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/e7092fc7-dec6-432e-b9da-6b3ea07f2023.pdf)"
,"28 Apr - ICRA report for Eternal’s March 31, 2026 QIP proceeds shows no deviation from intended use.","[Announcement under Regulation 30 (LODR)-Monitoring Agency Report 28 Apr - ICRA report for Eternal’s March 31, 2026 QIP proceeds shows no deviation from intended use.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/e7092fc7-dec6-432e-b9da-6b3ea07f2023.pdf)"
,"28 Apr - Eternal's Q4FY26 letter reports Adjusted Revenue ₹17,680 crore, Adjusted EBITDA ₹429 crore, Blinkit stores 2,243.","[Shareholders Letter 28 Apr - Eternal's Q4FY26 letter reports Adjusted Revenue ₹17,680 crore, Adjusted EBITDA ₹429 crore, Blinkit stores 2,243.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/278b671b-c633-4d7b-b2cf-101a359db662.pdf)"
,"28 Apr - Board approved Q4/FY26 results and ATA with subsidiary for District platform assets at ₹24.19 crore, closing May 1, 2026.","[Announcement under Regulation 30 (LODR)-Restructuring 28 Apr - Board approved Q4/FY26 results and ATA with subsidiary for District platform assets at ₹24.19 crore, closing May 1, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/5d9dbede-68e8-4691-894c-6031faaa620c.pdf)"
,Date,Document
,---,---
,2026-09-03,[General Updates](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=57a9caaa-e22c-48c3-a98f-9b2c601d4339.pdf)
,2026-08-27,[Shareholder Meeting / Postal Ballot-Scrutinizers Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8a0c073c-212e-4e0c-a776-d544edb75a16.pdf)
,2026-08-26,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b4add03c-6dc0-4027-8f29-7727f9611e0b.pdf)
,2026-07-31,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ea12ba40-d56f-41a1-8cb4-110362df0460.pdf)
,2026-07-30,[General Updates](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2f619cdb-891e-421c-8ecb-fd1e25234967.pdf)
,2026-07-29,[Reg. 34 (1) Annual Report.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4b6a4218-6bde-4c99-b10c-39ec7553cc42.pdf)
,2026-07-29,[Notice Convening 16Th AGM Of The Company](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0957ae2d-a5bb-4eb9-a5c2-4c6ae5fa2f94.pdf)
,2026-07-28,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8217cb1d-baca-429e-b11a-73c1a867b55d.pdf)
,2026-07-22,[Board Meeting Outcome for Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b267f096-3422-444f-83cc-4bf28ccd99cd.pdf)
,2026-07-22,[Shareholders Letter](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=35964326-709c-42e6-9778-17e9fd323e7f.pdf)
,Date,Document
,---,---
,2026-07-29,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=faa4f0f7-06e4-4066-9d68-3da95dfe02d9.pdf)
,2026-05-06,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=60af607c-5f1b-4d5d-8425-4929efa6aad1.pdf)
,2026-01-27,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=91f3f29f-c5c0-49b5-b425-a22374bf08ad.pdf)
,2025-10-23,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=69f3f58b-c856-4abf-9548-ab8c8f1a398e.pdf)
,2025-07-25,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7a528517-1eca-4556-8423-87220bf57373.pdf)
,2025-05-08,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=33ef27d3-1271-48fa-9ab9-89c6f96c833b.pdf)
,2025-01-27,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=71cbbd81-8850-4247-8d63-860ad0031fa7.pdf)
,2024-10-29,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1fa70027-f7ff-4155-91f7-22090d508904.pdf)
,2024-08-08,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b050361d-6bfd-42b3-9d47-a51084be657d.pdf)
,2024-05-17,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4ed3b05b-a659-4d40-be87-d82a802b4c98.pdf)
,Date,Document
,---,---
,2026-07-22,[Financial Results For The Quarter Ended June 30 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1c70b7a0-029b-44b6-bb04-c5baadf20fb9.pdf)
,2026-04-28,[Financial Results For The Quarter And Financial Year Ended March 31 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4d04bb5e-1fa9-4512-86b2-eed4c6db296c.pdf)
,2026-01-21,[Financial Results For The Quarter And Nine Months Ended On December 31 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1d5cd2ea-cd40-4930-b94a-5082edb69e31.pdf)
,2025-10-16,[Results For The Quarter And Half Year Ended September 30 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a78830e3-841e-4380-a8da-7ef84969dfff.pdf)
,2025-07-21,[Financial Results For The Quarter Ended June 30 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e0b6f33f-333d-4fb6-b19c-87995fff5cb9.pdf)
,2025-07-21,[Financial Results For The Quarter Ended June 30 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a4ea656d-c937-46fe-b391-87ccaf2ff8e8.pdf)
,2025-05-01,[Financial Results For The Quarter And Financial Year Ended March 31 2025.](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4f48c25d-559f-4f4e-92f0-55fb4387bcb1.pdf)
,2025-01-20,[Financial Results For The Quarter And Nine Months Ended December 31 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=189f6577-91c3-4738-abf1-dc3f9c68de6b.pdf)
,2024-10-22,"[Results For The Quarter And Half Year Ended September 30, 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0febd679-c4c5-4c8c-839f-09312dd73e65.pdf)"
,2024-08-01,"[Results For The Quarter Ended June 30, 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9f31efcc-2cef-4026-82de-aaccc3906df5.pdf)"
,Date,Document
,---,---
,Oct 2025,[Concall - Oct 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/69f3f58b-c856-4abf-9548-ab8c8f1a398e.pdf)
,Oct 2024,[Concall - Oct 2024](https://www.bseindia.com/xml-data/corpfiling/AttachHis/1fa70027-f7ff-4155-91f7-22090d508904.pdf)
,Nov 2023,[Concall - Nov 2023](https://www.bseindia.com/xml-data/corpfiling/AttachHis/ab4d167b-7e75-4bf8-a51d-71a903cd7870.pdf)
,Nov 2022,[Concall - Nov 2022](https://www.bseindia.com/xml-data/corpfiling/AttachHis/e836f935-4e9f-407d-8310-30b3adee3446.pdf)
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/60af607c-5f1b-4d5d-8425-4929efa6aad1.pdf)
,May 2025,[Concall - May 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/33ef27d3-1271-48fa-9ab9-89c6f96c833b.pdf)
,May 2024,[Concall - May 2024](https://www.bseindia.com/xml-data/corpfiling/AttachHis/4ed3b05b-a659-4d40-be87-d82a802b4c98.pdf)
,May 2023,[Concall - May 2023](https://www.bseindia.com/xml-data/corpfiling/AttachHis/ad64f987-2b66-4f48-b34a-27830808808c.pdf)
,May 2022,[Concall - May 2022](https://www.bseindia.com/xml-data/corpfiling/AttachHis/e8befb4f-c985-4ce2-bb3e-e24876afa9b0.pdf)
,Jul 2025,[Concall - Jul 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/7a528517-1eca-4556-8423-87220bf57373.pdf)
,Date,Document
,---,---
,from nse,[Annual Report 2022 from nse](https://archives.nseindia.com/annual_reports/AR_20633_ZOMATO_2021_2022_05082022205138_08052022210007.zip)
